probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_name,model_short_name
331,Peter Struck,67,67,Peter Struck,0.3831581,0.3831581,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
332,Peter Struck,67,67,Peter Struck,0.3070734,0.3070734,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
333,Peter Struck,67,67,Peter Struck,0.3013044,0.3013044,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
334,Shimon Peres,81,81,Shimon Peres,0.5588629,0.5588629,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
335,Shimon Peres,81,81,Shimon Peres,0.6489498,0.6489498,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
336,Shimon Peres,81,81,Shimon Peres,0.6352076,0.6352076,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
337,Shimon Peres,81,81,Shimon Peres,0.640873,0.640873,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
338,Shimon Peres,81,81,Shimon Peres,0.69580764,0.69580764,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
339,Shimon Peres,81,81,Shimon Peres,0.37422803,0.37422803,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
340,Shimon Peres,81,81,Shimon Peres,0.57852167,0.57852167,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
341,Michael Jackson,58,58,Michael Jackson,0.57693386,0.57693386,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
342,Michael Jackson,58,58,Michael Jackson,0.7880287,0.7880287,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
343,Michael Jackson,58,58,Michael Jackson,0.48451298,0.48451298,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
344,Michael Jackson,58,58,Michael Jackson,0.4414808,0.4414808,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
345,Michael Jackson,58,58,Michael Jackson,0.7447488,0.7447488,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
346,Michael Jackson,58,58,Michael Jackson,0.2571937,0.2571937,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
347,Michael Jackson,58,58,Michael Jackson,0.5405017,0.5405017,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
348,Michael Jackson,58,58,Michael Jackson,0.54377395,0.54377395,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
349,Pierce Brosnan,68,68,Pierce Brosnan,0.51618356,0.51618356,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
350,Pierce Brosnan,68,68,Pierce Brosnan,0.5461341,0.5461341,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
351,Pierce Brosnan,68,68,Pierce Brosnan,0.49015534,0.49015534,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
352,Pierce Brosnan,68,68,Pierce Brosnan,0.42607582,0.42607582,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
353,Pierce Brosnan,68,68,Pierce Brosnan,0.4112578,0.4112578,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
354,Pierce Brosnan,68,68,Pierce Brosnan,0.5016923,0.5016923,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
355,Pierce Brosnan,68,68,Pierce Brosnan,0.52430785,0.52430785,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
356,Pierce Brosnan,68,68,Pierce Brosnan,0.50684196,0.50684196,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
357,Joe Lieberman,37,37,Joe Lieberman,0.3323899,0.3323899,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
358,Joe Lieberman,37,37,Joe Lieberman,0.37161553,0.37161553,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
359,Joe Lieberman,37,37,Joe Lieberman,0.41628385,0.41628385,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
360,Joe Lieberman,37,37,Joe Lieberman,0.40115887,0.40115887,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
361,Joe Lieberman,37,37,Joe Lieberman,0.33881736,0.33881736,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
362,Joe Lieberman,37,37,Joe Lieberman,0.40327814,0.40327814,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
363,Joe Lieberman,37,37,Joe Lieberman,0.35689577,0.35689577,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
364,Joe Lieberman,37,37,Joe Lieberman,0.5113017,0.5113017,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
365,Wen Jiabao,94,94,Wen Jiabao,0.76665306,0.76665306,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
366,Wen Jiabao,94,94,Wen Jiabao,0.56865764,0.56865764,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
367,Wen Jiabao,94,94,Wen Jiabao,0.61546695,0.61546695,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
368,Wen Jiabao,94,94,Wen Jiabao,0.5399221,0.5399221,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
369,Wen Jiabao,94,94,Wen Jiabao,0.69215715,0.69215715,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
370,Wen Jiabao,94,94,Wen Jiabao,0.6366916,0.6366916,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
371,Wen Jiabao,94,94,Wen Jiabao,0.49468717,0.49468717,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
372,Wen Jiabao,94,94,Wen Jiabao,0.5706974,0.5706974,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
373,Colin Farrell,16,16,Colin Farrell,0.6057573,0.6057573,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
374,Colin Farrell,16,16,Colin Farrell,0.52816164,0.52816164,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
375,Colin Farrell,16,16,Colin Farrell,0.5180079,0.5180079,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
376,Colin Farrell,16,16,Colin Farrell,0.54209626,0.54209626,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
377,Colin Farrell,16,16,Colin Farrell,0.52845263,0.52845263,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
378,Colin Farrell,16,16,Colin Farrell,0.63643986,0.63643986,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
379,Colin Farrell,16,16,Colin Farrell,0.5726968,0.5726968,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
380,Colin Farrell,16,16,Colin Farrell,0.6277234,0.6277234,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
381,Holly Hunter,28,28,Holly Hunter,0.53151274,0.53151274,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
382,Holly Hunter,28,28,Holly Hunter,0.4651281,0.4651281,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
383,Holly Hunter,28,28,Holly Hunter,0.52445525,0.52445525,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
384,Holly Hunter,28,28,Holly Hunter,0.47010714,0.47010714,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
385,Holly Hunter,28,28,Holly Hunter,0.3849578,0.3849578,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
386,Holly Hunter,28,28,Holly Hunter,0.45269218,0.45269218,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
387,William Macy,95,95,William Macy,0.3626795,0.3626795,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
388,William Macy,95,95,William Macy,0.70339155,0.70339155,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
389,William Macy,95,95,William Macy,0.7328304,0.7328304,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
390,William Macy,95,85,Susan Sarandon,0.1690965,0.044137646,False,True,False,False,True,True,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
391,Binyamin Ben-Eliezer,6,6,Binyamin Ben-Eliezer,0.44275194,0.44275194,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
392,Binyamin Ben-Eliezer,6,6,Binyamin Ben-Eliezer,0.42796457,0.42796457,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
393,Binyamin Ben-Eliezer,6,6,Binyamin Ben-Eliezer,0.5814371,0.5814371,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
394,Binyamin Ben-Eliezer,6,6,Binyamin Ben-Eliezer,0.562986,0.562986,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
395,Binyamin Ben-Eliezer,6,6,Binyamin Ben-Eliezer,0.45413488,0.45413488,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
396,Binyamin Ben-Eliezer,6,6,Binyamin Ben-Eliezer,0.6346663,0.6346663,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
397,Hu Jintao,29,29,Hu Jintao,0.6105816,0.6105816,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
398,Hu Jintao,29,29,Hu Jintao,0.388749,0.388749,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
399,Hu Jintao,29,29,Hu Jintao,0.49742088,0.49742088,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
400,Hu Jintao,29,29,Hu Jintao,0.32122496,0.32122496,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
401,Hu Jintao,29,29,Hu Jintao,0.579938,0.579938,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
402,Hu Jintao,29,29,Hu Jintao,0.509637,0.509637,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
403,Hu Jintao,29,29,Hu Jintao,0.5642062,0.5642062,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
404,Hu Jintao,29,29,Hu Jintao,0.4538369,0.4538369,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
405,Norah Jones,62,62,Norah Jones,0.33440775,0.33440775,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
406,Norah Jones,62,62,Norah Jones,0.22404149,0.22404149,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
407,Norah Jones,62,62,Norah Jones,0.48466706,0.48466706,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
408,Norah Jones,62,62,Norah Jones,0.48830408,0.48830408,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
409,Norah Jones,62,62,Norah Jones,0.56133795,0.56133795,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
410,Norah Jones,62,62,Norah Jones,0.52664936,0.52664936,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
411,Norah Jones,62,62,Norah Jones,0.48918426,0.48918426,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
412,Norah Jones,62,62,Norah Jones,0.4268425,0.4268425,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
413,Jean-Pierre Raffarin,33,33,Jean-Pierre Raffarin,0.39763004,0.39763004,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
414,Jean-Pierre Raffarin,33,33,Jean-Pierre Raffarin,0.44062108,0.44062108,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
415,Jean-Pierre Raffarin,33,33,Jean-Pierre Raffarin,0.29268372,0.29268372,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
416,Jean-Pierre Raffarin,33,33,Jean-Pierre Raffarin,0.36016598,0.36016598,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
417,Jean-Pierre Raffarin,33,33,Jean-Pierre Raffarin,0.35005105,0.35005105,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
418,Jean-Pierre Raffarin,33,33,Jean-Pierre Raffarin,0.41812122,0.41812122,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
419,Salma Hayek,79,79,Salma Hayek,0.5450733,0.5450733,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
420,Salma Hayek,79,79,Salma Hayek,0.3109668,0.3109668,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
421,Salma Hayek,79,79,Salma Hayek,0.53811276,0.53811276,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
422,Salma Hayek,79,79,Salma Hayek,0.60322225,0.60322225,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
423,Salma Hayek,79,79,Salma Hayek,0.5762085,0.5762085,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
424,Salma Hayek,79,79,Salma Hayek,0.6180303,0.6180303,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
425,Salma Hayek,79,79,Salma Hayek,0.41969803,0.41969803,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
426,Salma Hayek,79,79,Salma Hayek,0.507967,0.507967,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
427,Lance Bass,47,47,Lance Bass,0.579448,0.579448,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
428,Lance Bass,47,47,Lance Bass,0.32375374,0.32375374,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
429,Lance Bass,47,47,Lance Bass,0.34919453,0.34919453,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
430,Lance Bass,47,47,Lance Bass,0.60588086,0.60588086,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
431,Thomas OBrien,86,86,Thomas OBrien,0.63385695,0.63385695,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
432,Thomas OBrien,86,86,Thomas OBrien,0.53892857,0.53892857,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
433,Thomas OBrien,86,86,Thomas OBrien,0.706804,0.706804,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
434,Thomas OBrien,86,86,Thomas OBrien,0.747192,0.747192,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
435,Thomas OBrien,86,86,Thomas OBrien,0.5623789,0.5623789,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
436,Thomas OBrien,86,86,Thomas OBrien,0.6693181,0.6693181,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
437,Thomas OBrien,86,86,Thomas OBrien,0.6265984,0.6265984,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
438,Thomas OBrien,86,86,Thomas OBrien,0.77072614,0.77072614,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
439,Yasser Arafat,98,98,Yasser Arafat,0.63827133,0.63827133,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
440,Yasser Arafat,98,98,Yasser Arafat,0.6428885,0.6428885,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
441,Yasser Arafat,98,98,Yasser Arafat,0.556111,0.556111,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
442,Yasser Arafat,98,98,Yasser Arafat,0.39458138,0.39458138,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
443,Yasser Arafat,98,98,Yasser Arafat,0.41313633,0.41313633,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
444,Yasser Arafat,98,98,Yasser Arafat,0.63325375,0.63325375,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
445,Yasser Arafat,98,98,Yasser Arafat,0.60952437,0.60952437,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
446,Li Peng,48,48,Li Peng,0.5831597,0.5831597,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
447,Li Peng,48,48,Li Peng,0.5187894,0.5187894,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
448,Li Peng,48,48,Li Peng,0.49500674,0.49500674,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
449,Li Peng,48,48,Li Peng,0.51315033,0.51315033,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
450,Li Peng,48,48,Li Peng,0.39348984,0.39348984,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
451,Li Peng,48,48,Li Peng,0.6818706,0.6818706,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
452,Li Peng,48,48,Li Peng,0.52106345,0.52106345,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
453,Li Peng,48,48,Li Peng,0.62034464,0.62034464,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
454,Meryl Streep,56,56,Meryl Streep,0.6162493,0.6162493,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
455,Meryl Streep,56,56,Meryl Streep,0.64171326,0.64171326,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
456,Meryl Streep,56,56,Meryl Streep,0.3797542,0.3797542,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
457,Meryl Streep,56,56,Meryl Streep,0.65774834,0.65774834,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
458,Meryl Streep,56,56,Meryl Streep,0.57260466,0.57260466,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
459,Meryl Streep,56,56,Meryl Streep,0.6493262,0.6493262,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
460,Meryl Streep,56,56,Meryl Streep,0.42659873,0.42659873,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
461,Meryl Streep,56,56,Meryl Streep,0.27484095,0.27484095,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
462,Condoleezza Rice,18,18,Condoleezza Rice,0.5309468,0.5309468,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
463,Condoleezza Rice,18,18,Condoleezza Rice,0.54798776,0.54798776,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
464,Condoleezza Rice,18,18,Condoleezza Rice,0.49743873,0.49743873,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
465,Condoleezza Rice,18,18,Condoleezza Rice,0.6455085,0.6455085,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
466,Condoleezza Rice,18,18,Condoleezza Rice,0.59572697,0.59572697,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
467,Condoleezza Rice,18,18,Condoleezza Rice,0.6528333,0.6528333,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
468,Condoleezza Rice,18,18,Condoleezza Rice,0.37977248,0.37977248,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
469,Condoleezza Rice,18,18,Condoleezza Rice,0.28585187,0.28585187,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
470,Colin Powell,17,17,Colin Powell,0.60889196,0.60889196,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
471,Colin Powell,17,17,Colin Powell,0.72981787,0.72981787,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
472,Colin Powell,17,17,Colin Powell,0.5340785,0.5340785,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
473,Colin Powell,17,17,Colin Powell,0.49284264,0.49284264,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
474,Colin Powell,17,17,Colin Powell,0.49593568,0.49593568,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
475,Colin Powell,17,17,Colin Powell,0.5689732,0.5689732,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
476,Colin Powell,17,17,Colin Powell,0.58450055,0.58450055,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
477,Colin Powell,17,17,Colin Powell,0.40379578,0.40379578,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
478,Jon Gruden,41,41,Jon Gruden,0.6395652,0.6395652,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
479,Jon Gruden,41,41,Jon Gruden,0.5986601,0.5986601,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
480,Jon Gruden,41,41,Jon Gruden,0.58969843,0.58969843,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
481,Jon Gruden,41,41,Jon Gruden,0.5017696,0.5017696,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
482,Jon Gruden,41,41,Jon Gruden,0.6394636,0.6394636,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
483,Jon Gruden,41,41,Jon Gruden,0.655952,0.655952,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
484,Carla Del Ponte,11,11,Carla Del Ponte,0.43676794,0.43676794,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
485,Carla Del Ponte,11,11,Carla Del Ponte,0.26812655,0.26812655,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
486,Carla Del Ponte,11,11,Carla Del Ponte,0.3026857,0.3026857,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
487,Carla Del Ponte,11,11,Carla Del Ponte,0.3456243,0.3456243,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
488,Rubens Barrichello,78,20,David Nalbandian,0.26294184,0.17304288,False,True,False,False,True,True,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
489,Rubens Barrichello,78,78,Rubens Barrichello,0.52272564,0.52272564,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
490,Rubens Barrichello,78,78,Rubens Barrichello,0.46098688,0.46098688,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
491,Rubens Barrichello,78,78,Rubens Barrichello,0.3773457,0.3773457,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
492,Rubens Barrichello,78,78,Rubens Barrichello,0.40822548,0.40822548,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
493,Rubens Barrichello,78,78,Rubens Barrichello,0.21325362,0.21325362,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
494,Rubens Barrichello,78,78,Rubens Barrichello,0.25942856,0.25942856,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
495,Rubens Barrichello,78,78,Rubens Barrichello,0.36224857,0.36224857,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
496,Pedro Almodovar,66,66,Pedro Almodovar,0.5513103,0.5513103,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
497,Pedro Almodovar,66,66,Pedro Almodovar,0.29376912,0.29376912,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
498,Pedro Almodovar,66,66,Pedro Almodovar,0.4699164,0.4699164,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
499,Pedro Almodovar,66,93,Victoria Clarke,0.22616367,0.20362847,False,True,False,False,True,True,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
